title,s_img,scrible,author,publisher,pub_date,price,score,num
西游记（全二册）(无),https://img9.doubanio.com/view/subject/s/public/s1627374.jpg,神魔皆有人情，精魅亦通世故,吴承恩,人民文学出版社,2004-08-01,47.2,9.1,92126
中国少年儿童百科全书（全四册）(无),https://img9.doubanio.com/view/subject/s/public/s34069455.jpg,无,林崇德 主编,浙江教育出版社,1991-04-01,168.0,9.4,19327
格林童话全集(Kinder- und Hausmärchen),https://img9.doubanio.com/view/subject/s/public/s1043975.jpg,一本有教育意义的书,[德国]格林兄弟,人民文学出版社,1994-11-01,21.45,9.1,96932
无人生还(And Then There Were None),https://img1.doubanio.com/view/subject/s/public/s2962510.jpg,童谣杀人案,[英] 阿加莎·克里斯蒂,人民文学出版社,2008-03-01,19.0,9.0,154296
树上的男爵(Il barone rampante),https://img9.doubanio.com/view/subject/s/public/s8968135.jpg,是不是真的只有先与人疏离，才能最终与他们在一起？,[意大利]伊塔洛·卡尔维诺,译林出版社,2012-04-01,30.0,9.1,63149
刀锋(The Razor's Edge),https://img3.doubanio.com/view/subject/s/public/s2347562.jpg,一把刀的锋刃不容易越过；因此智者说得救之道是困难的,[英]毛姆,上海译文出版社,2007-03-01,18.0,9.0,94486
寻路中国(Country Driving: A Journey Through China from Farm to Factory),https://img1.doubanio.com/view/subject/s/public/s32271209.jpg,《纽约客》驻北京记者驾车漫游中国大陆的经历,[美] 彼得·海斯勒,上海译文出版社,2011-01-01,33.0,9.0,58380
追风筝的人(The Kite Runner),https://img1.doubanio.com/view/subject/s/public/s1727290.jpg,为你，千千万万遍,[美] 卡勒德·胡赛尼,上海人民出版社,2006-05-01,29.0,8.9,802430
射雕英雄传(无),https://img9.doubanio.com/view/subject/s/public/s2157336.jpg,侠之大者，为国为民,金庸,生活·读书·新知三联书店,1999-04-01,47.0,9.1,87178
月亮和六便士(The Moon and Sixpence),https://img1.doubanio.com/view/subject/s/public/s2659208.jpg,有多少人会经历顿悟，就有更少的人甘愿自我放逐,[英] 毛姆,上海译文出版社,2006-08-01,15.0,9.0,213495
置身事内(无),https://img3.doubanio.com/view/subject/s/public/s33956867.jpg,无,兰小欢,上海人民出版社,2021-08-01,65.0,9.1,86519
秋园(无),https://img1.doubanio.com/view/subject/s/public/s33640730.jpg,无,杨本芬,北京联合出版公司,2020-06-01,38.0,9.0,118791
艺术的故事(The Story of Art),https://img3.doubanio.com/view/subject/s/public/s3219163.jpg,从最早的洞窟绘画到当今的实验艺术,[英国] E·H·贡布里希,广西美术出版社,2008-04-01,280.0,9.5,27068
朝花夕拾(无),https://img1.doubanio.com/view/subject/s/public/s34099290.jpg,在纷扰中寻出一点闲静,鲁迅,人民文学出版社,1973-04-01,0.25,9.1,158951
万历十五年(无),https://img9.doubanio.com/view/subject/s/public/s1800355.jpg,见微知著，历史观的颠覆,[美] 黄仁宇,生活·读书·新知三联书店,1997-05-01,18.0,9.0,205740
霍乱时期的爱情(El amor en los tiempos del cólera),https://img3.doubanio.com/view/subject/s/public/s11284102.jpg,义无反顾地直达爱情的核心,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2012-09-01,39.5,9.0,291911
基督山伯爵(Le Comte de Monte-Cristo),https://img9.doubanio.com/view/subject/s/public/s3248016.jpg,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景,[法国] 大仲马,上海译文出版社,1991-12-01,43.9,9.1,131238
故事新编(无),https://img3.doubanio.com/view/subject/s/public/s34099297.jpg,拾取古代传说，取一点因由，随意点染,鲁迅,人民文学出版社,1973-12-01,0.31,9.5,45231
城南旧事(无),https://img1.doubanio.com/view/subject/s/public/s2654869.jpg,长亭外，古道边，芳草碧连天,林海音 文,中国青年出版社,2003-07-01,16.0,9.1,160725
江城(River Town),https://img9.doubanio.com/view/subject/s/public/s32271204.jpg,外国人眼中的涪陵,[美国] 彼得·海斯勒,上海译文出版社,2012-01-01,36.0,9.1,65201
肖申克的救赎(Different Seasons),https://img9.doubanio.com/view/subject/s/public/s4007145.jpg,豆瓣电影Top1原著,[美] 斯蒂芬·金,人民文学出版社,2006-07-01,29.9,9.1,123467
东方快车谋杀案(Murder on the Orient Express),https://img1.doubanio.com/view/subject/s/public/s1765799.jpg,谋杀诡计惊人，波洛的抉择耐人寻味,[英] 阿加莎·克里斯蒂,人民文学出版社,2006-05-01,18.0,9.1,142569
献给阿尔吉侬的花束(Flowers for Algernon),https://img1.doubanio.com/view/subject/s/public/s28050760.jpg,当声称能改造智能的科学实验选中心智障碍主角,[美] 丹尼尔·凯斯,广西师范大学出版社,2015-04-01,36.0,9.1,115806
笑傲江湖（全四册）(无),https://img9.doubanio.com/view/subject/s/public/s2157335.jpg,欲练此功，必先自宫,金庸,生活·读书·新知三联书店,1994-05-01,76.8,9.1,113383
我与地坛(无),https://img1.doubanio.com/view/subject/s/public/s1151479.jpg,这是你的罪孽与福祉,史铁生,春风文艺出版社,2002-05-01,25.0,9.2,113780
围城(无),https://img3.doubanio.com/view/subject/s/public/s1070222.jpg,幽默的语言和对生活深刻的观察,钱锺书,人民文学出版社,1991-02-01,19.0,9.0,450753
许三观卖血记(无),https://img1.doubanio.com/view/subject/s/public/s24575140.jpg,无,余华,作家出版社,2012-09-01,24.0,9.2,173005
平凡的世界（全三部）(无),https://img2.doubanio.com/view/subject/s/public/s1144911.jpg,中国当代城乡生活全景,路遥,人民文学出版社,2005-01-01,64.0,9.0,328226
彷徨(无),https://img3.doubanio.com/view/subject/s/public/s34099293.jpg,路漫漫其修远兮，吾将上下而求索,鲁迅,人民文学出版社,1973-03-01,0.37,9.3,67668
罗杰疑案(The Murder of Roger Ackroyd),https://img3.doubanio.com/view/subject/s/public/s25814002.jpg,无,[英] 阿加莎·克里斯蒂,新星出版社,2013-03-01,28.0,9.2,79648
乡土中国(无),https://img1.doubanio.com/view/subject/s/public/s1762210.jpg,中国乡土社会传统文化和社会结构理论研究代表作,费孝通,上海人民出版社,2006-04-01,38.0,9.2,94465
人类简史(Sapiens: A brief history of humankind),https://img3.doubanio.com/view/subject/s/public/s27814883.jpg,跟着人类一同走过十万年,[以色列] 尤瓦尔·赫拉利,中信出版社,2014-11-01,68.0,9.1,203277
白鹿原(无),https://img3.doubanio.com/view/subject/s/public/s34777382.jpg,一轴关于我们民族灵魂的现实主义画卷,陈忠实,人民文学出版社,2012-09-01,39.0,9.2,112227
局外人(L'Etranger),https://img9.doubanio.com/view/subject/s/public/s4468484.jpg,人生在世，永远也不该演戏作假,[法] 阿尔贝·加缪,上海译文出版社,2010-08-01,22.0,9.1,247126
中国历代政治得失(无),https://img9.doubanio.com/view/subject/s/public/s1319205.jpg,一部简明的“中国政治制度史”,钱穆,生活·读书·新知三联书店,2001-01-01,12.0,9.2,75365
野草(无),https://img2.doubanio.com/view/subject/s/public/s34099301.jpg,我以这一丛野草，在明与暗，生与死，过去与未来之际，献于友与仇，人与兽，爱者与不爱者之前作证。,鲁迅,人民文学出版社,1973-03-01,0.2,9.5,49244
新名字的故事(Storia del nuovo cognome),https://img9.doubanio.com/view/subject/s/public/s29376146.jpg,探索青年时代的激情、困惑、挣扎、背叛和失去,[意] 埃莱娜·费兰特,人民文学出版社,2017-04-01,59.0,9.2,96540
明朝那些事儿（1-9）(无),https://img9.doubanio.com/view/subject/s/public/s3745215.jpg,不拘一格的历史书写,当年明月,中国海关出版社,2009-04-01,358.2,9.2,181114
失踪的孩子(Storia della bambina perduta),https://img1.doubanio.com/view/subject/s/public/s29799269.jpg,我的整个生命，只是一场为了提升社会地位的低俗斗争。,[意] 埃莱娜·费兰特,人民文学出版社,2018-07-01,62.0,9.2,85873
杀死一只知更鸟(To Kill a Mocking Bird),https://img3.doubanio.com/view/subject/s/public/s23128183.jpg,有一种东西不能遵循从众原则，那就是——人的良心,[美国] 哈珀·李,译林出版社,2012-09-01,32.0,9.2,150577
悉达多(Siddhartha),https://img1.doubanio.com/view/subject/s/public/s29396368.jpg,无,[德] 赫尔曼·黑塞,天津人民出版社,2017-01-01,32.0,9.2,123280
三国演义（全二册）(无),https://img3.doubanio.com/view/subject/s/public/s1076932.jpg,是非成败转头空,[明] 罗贯中,人民文学出版社,1998-05-01,39.5,9.3,171682
房思琪的初恋乐园(无),https://img2.doubanio.com/view/subject/s/public/s29651121.jpg,向死而生的文学绝唱,林奕含,北京联合出版公司,2018-02-01,45.0,9.2,389141
动物农场(Animal Farm),https://img1.doubanio.com/view/subject/s/public/s2347590.jpg,太阳底下并无新事,[英国] 乔治·奥威尔,上海译文出版社,2007-03-01,10.0,9.3,164587
飘(Gone with the Wind),https://img1.doubanio.com/view/subject/s/public/s1078958.jpg,革命时期的爱情，随风而逝,[美国] 玛格丽特·米切尔,译林出版社,2000-09-01,40.0,9.3,215808
百年孤独(Cien años de soledad),https://img1.doubanio.com/view/subject/s/public/s27237850.jpg,魔幻现实主义文学代表作,[哥伦比亚] 加西亚·马尔克斯,南海出版公司,2011-06-01,39.5,9.3,435128
三体全集(无),https://img9.doubanio.com/view/subject/s/public/s28357056.jpg,地球往事三部曲,刘慈欣,重庆出版社,2012-01-01,168.0,9.5,194447
1984(Nineteen Eighty-Four),https://img1.doubanio.com/view/subject/s/public/s4371408.jpg,栗树荫下，我出卖你，你出卖我,[英] 乔治·奥威尔,北京十月文艺出版社,2010-04-01,28.0,9.4,291112
哈利·波特(Harry Potter),https://img9.doubanio.com/view/subject/s/public/s29101586.jpg,从9¾站台开始的旅程,J.K.罗琳 (J.K.Rowling),人民文学出版社,2008-12-01,498.0,9.7,113261
活着(无),https://img9.doubanio.com/view/subject/s/public/s29869926.jpg,生的苦难与伟大,余华,作家出版社,2012-08-01,20.0,9.4,852835
红楼梦(无),https://img1.doubanio.com/view/subject/s/public/s1070959.jpg,都云作者痴，谁解其中味？,[清] 曹雪芹 著,人民文学出版社,1996-12-01,59.7,9.6,432157
